id,source,probA,probB,probC,probD,probE,answer,time,error,sources,ids,similarity
0,MEDQA,3.4526972740422934e-05,0.999667763710022,3.346468656673096e-05,5.102755312691443e-05,0.00021316218771971762,2,4.221196889877319,False,"['TEXT', 'STAT', 'PBMD', 'TEXT', 'STAT']","[468502519162419238, 468502519162804824, 468502519163003037, 468502519162419239, 468502519162725956]","[0.7883020639419556, 0.7768590450286865, 0.7520108222961426, 0.7805895805358887, 0.7677859663963318]"
1,MEDQA,0.8983616232872009,0.00959757249802351,0.0017487014411017299,0.009302286431193352,0.0809897631406784,4,8.3984215259552,False,"['STAT', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468502519162463460, 468502519162803025, 468502519163959629, 468502519163762620, 468502519163669127]","[0.8022149801254272, 0.7991018891334534, 0.8087170124053955, 0.8275303244590759, 0.8109773397445679]"
2,MEDQA,4.637628990167286e-06,2.2473306671599858e-05,0.9999426603317261,2.5070785341085866e-05,5.255121777736349e-06,2,5.542730331420898,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163753870, 468502519163584491, 468502519163939203, 468502519163751419, 468502519163701723]","[0.7856940627098083, 0.7769355773925781, 0.7759219408035278, 0.7778491377830505, 0.7790120840072632]"
3,MEDQA,6.64319668430835e-06,1.8486314729670994e-05,1.2098159913875861e-06,1.5936198906274512e-05,0.9999576807022095,3,10.383991241455078,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163345479, 468502519163013377, 468502519163154071, 468502519163932367, 468502519163704310]","[0.7986013889312744, 0.7905657291412354, 0.7816476821899414, 0.7949286103248596, 0.7991694808006287]"
4,MEDQA,5.954490461590467e-06,0.999885082244873,9.817294994718395e-06,6.204721285030246e-05,3.705008566612378e-05,1,8.080962896347046,False,"['STAT', 'STAT', 'PBMD', 'STAT', 'STAT']","[468502519162734019, 468502519162717305, 468502519163242475, 468502519162487888, 468502519162838336]","[0.759428858757019, 0.7691073417663574, 0.76836097240448, 0.7694875001907349, 0.7615014314651489]"
5,MEDQA,7.182726221799385e-06,0.9999184608459473,6.338733783195494e-06,1.6186522771022283e-05,5.1844119298039004e-05,4,6.480776071548462,False,"['PBMD', 'STAT', 'STAT', 'PBMD', 'TEXT']","[468502519163953636, 468502519162729014, 468502519162754650, 468502519163681416, 468502519162390966]","[0.7790089249610901, 0.8038643598556519, 0.7909890413284302, 0.7795652151107788, 0.7912204265594482]"
6,MEDQA,0.9999759197235107,1.6061481801443733e-05,1.994685817408026e-06,5.50750337424688e-06,5.04335503137554e-07,3,6.466389179229736,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162822440, 468502519163659397, 468502519163183210, 468502519163769161, 468502519163939208]","[0.7860835194587708, 0.7899453639984131, 0.7662773132324219, 0.7848948240280151, 0.7637313008308411]"
7,MEDQA,1.260025874216808e-05,0.00012143053754698485,0.9994569420814514,0.00025308295153081417,0.00015591988631058484,2,8.81460976600647,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'TEXT']","[468502519163822394, 468502519162390966, 468502519163758589, 468502519163955446, 468502519162389975]","[0.8044017553329468, 0.7989494800567627, 0.795595645904541, 0.7957013845443726, 0.7955292463302612]"
8,MEDQA,7.963539974298328e-05,6.398883851943538e-05,0.9994482398033142,0.00033790714223869145,7.027799438219517e-05,2,5.794731616973877,False,"['TEXT', 'TEXT', 'TEXT', 'STAT', 'PBMD']","[468502519162307658, 468502519162309261, 468502519162375245, 468502519162434145, 468502519163301091]","[0.778314471244812, 0.769618034362793, 0.7888336777687073, 0.7695751190185547, 0.7700110077857971]"
9,MEDQA,2.8845801352872513e-05,3.479468068690039e-05,0.9995790123939514,0.00011770887795137241,0.0002396433992544189,0,6.519074440002441,False,"['STAT', 'STAT', 'STAT', 'PBMD', 'TEXT']","[468502519162723435, 468502519162810196, 468502519162728890, 468502519163204361, 468502519162418523]","[0.7420843243598938, 0.7507055401802063, 0.7571095824241638, 0.7459217309951782, 0.7396757006645203]"
