id,subject,probA,probB,probC,probD,result,answer,time,split,sources,ids,similarity,confident,add_ids
e4927cf9-d5c2-4d7e-ab5b-7429e206275e,Microbiology,0.0322265625,0.026611328125,0.94140625,0.0009727478027343,True,C,10.10383152961731,medmcqa_1,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483263301, 468043370483433679, 468043370483939717, 468043370484046969, 468043370483264493]","[0.8481689691543579, 0.7979194521903992, 0.7971533536911011, 0.7920965552330017, 0.7916451096534729]",4,"[468043370483263301, 468043370483265125, 468043370483981414, 468043370483263476, 468043370483939717, 468043370483263301, 468043370483971313, 468043370483125243, 468043370483264494, 468043370483267085, 468043370483263301, 468043370483971313, 468043370483125243, 468043370483264494, 468043370483434707, 468043370483263301, 468043370483971313, 468043370483125243, 468043370483434707, 468043370483264494]"
a31fa037-1f22-44a4-8d07-6457c439b685,Microbiology,0.00335693359375,0.9921875,0.001800537109375,0.00335693359375,True,B,11.571620464324951,medmcqa_1,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468043370483856605, 468043370483841800, 468043370484106241, 468043370482421731, 468043370484111861]","[0.8049676418304443, 0.7978291511535645, 0.797201931476593, 0.7927739024162292, 0.7888760566711426]",4,"[468043370483118639, 468043370483314374, 468043370482544854, 468043370483778407, 468043370483632360, 468043370482800285, 468043370483149922, 468043370483744342, 468043370483690051, 468043370482800291, 468043370482544851, 468043370482906875, 468043370483968590, 468043370482544854, 468043370482863378, 468043370484053765, 468043370483987755, 468043370483863719, 468043370484019019, 468043370483096701]"
93751803-0e12-444d-a80a-f15784cc6a86,Microbiology,0.0242919921875,0.0021209716796875,0.0025634765625,0.97265625,True,D,9.890242099761965,medmcqa_1,"['PBMD', 'STAT', 'PBMD', 'TEXT', 'TEXT']","[468043370483675690, 468043370483069466, 468043370483947572, 468043370482409409, 468043370482412127]","[0.7957452535629272, 0.7950815558433533, 0.7877357602119446, 0.7858558297157288, 0.7808482646942139]",4,"[468043370482883628, 468043370482524491, 468043370483069466, 468043370483069494, 468043370482883627, 468043370483675690, 468043370482936233, 468043370482443860, 468043370483004350, 468043370482883628, 468043370482409409, 468043370482438633, 468043370482883627, 468043370483069466, 468043370482500056, 468043370482409409, 468043370483069466, 468043370482412127, 468043370482883627, 468043370482524491]"
7ddb4b66-7d59-42e8-9714-04fdb5741670,Microbiology,0.296875,0.490234375,0.0517578125,0.1591796875,False,C,7.765124320983887,medmcqa_1,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483268121, 468043370484086458, 468043370483320880, 468043370483619657, 468043370484107691]","[0.7257786393165588, 0.7244906425476074, 0.7231302857398987, 0.7217474579811096, 0.7197595238685608]",4,"[468043370483248087, 468043370483188384, 468043370483256910, 468043370483885745, 468043370483549151, 468043370483619657, 468043370483268121, 468043370483307824, 468043370484089409, 468043370483248087, 468043370483126161, 468043370483118614, 468043370483127330, 468043370483549151, 468043370483103507, 468043370483248087, 468043370483126161, 468043370483307824, 468043370483885745, 468043370484050362]"
8fe12f62-9e59-408b-899d-72def6e9e16e,Microbiology,0.068359375,0.0302734375,0.88671875,0.0152587890625,True,C,10.074710607528688,medmcqa_1,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483426495, 468043370483524755, 468043370483509607, 468043370483476716, 468043370483225827]","[0.7632031440734863, 0.7566680908203125, 0.7559693455696106, 0.7499058246612549, 0.7465094923973083]",4,"[468043370483476716, 468043370483426495, 468043370483509354, 468043370483986793, 468043370483428486, 468043370483476716, 468043370483428486, 468043370482497087, 468043370483323140, 468043370483509354, 468043370483476716, 468043370482905284, 468043370483232000, 468043370483414324, 468043370483426495, 468043370483426495, 468043370483476716, 468043370483509607, 468043370483287303, 468043370483515563]"
dec39d56-fcb3-4cf1-8e83-e09a09a8ce6e,Microbiology,0.443359375,0.208984375,0.1845703125,0.1630859375,True,A,8.599149465560913,medmcqa_1,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468043370483726923, 468043370483252489, 468043370483010873, 468043370483550221, 468043370483484622]","[0.7765204310417175, 0.7654104828834534, 0.7646092176437378, 0.7607317566871643, 0.756914496421814]",4,"[468043370483503011, 468043370483428759, 468043370483549653, 468043370483443433, 468043370483252489, 468043370483428759, 468043370483892449, 468043370483549653, 468043370483010872, 468043370483453072, 468043370483010872, 468043370483090904, 468043370482413525, 468043370483428759, 468043370483010873, 468043370484024450, 468043370483290638, 468043370483080992, 468043370483728998, 468043370483318015]"
de1065e8-37ba-4b6b-a05d-f967fdf76f58,Microbiology,0.98828125,0.005523681640625,0.00665283203125,0.0009574890136718,True,A,9.036622047424316,medmcqa_1,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[468043370482396808, 468043370482455767, 468043370482380908, 468043370482425478, 468043370482397095]","[0.8287432193756104, 0.806734561920166, 0.799986720085144, 0.7937071919441223, 0.7919330596923828]",4,"[468043370482396808, 468043370482397959, 468043370482397095, 468043370482455767, 468043370482393698, 468043370483720587, 468043370483112064, 468043370484043596, 468043370483951906, 468043370482396808, 468043370482396808, 468043370482397095, 468043370482396811, 468043370482455767, 468043370483684395, 468043370482396808, 468043370482455767, 468043370482397095, 468043370482396812, 468043370482393634]"
5a2facfc-eefa-4828-b96a-c319e1c71745,Microbiology,0.99609375,0.001495361328125,0.001922607421875,0.0005874633789062,True,A,8.252638101577759,medmcqa_1,"['PBMD', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468043370483336678, 468043370482547522, 468043370484055215, 468043370483814901, 468043370483672211]","[0.7652831077575684, 0.7652563452720642, 0.7589337825775146, 0.7553232908248901, 0.7553218007087708]",4,"[468043370482949474, 468043370483402166, 468043370483649682, 468043370483336678, 468043370484050413, 468043370482949474, 468043370482547522, 468043370483402166, 468043370483814901, 468043370483034713, 468043370484055215, 468043370484050413, 468043370483687265, 468043370483605230, 468043370483393015, 468043370483649682, 468043370483114115, 468043370483402166, 468043370482547551, 468043370483913016]"
8919343b-cb06-4265-8e82-209b335117b3,Microbiology,0.032958984375,0.0013580322265625,0.004180908203125,0.9609375,True,D,10.321515560150146,medmcqa_1,"['STAT', 'STAT', 'PBMD', 'TEXT', 'PBMD']","[468043370482821252, 468043370482826355, 468043370483681461, 468043370482407396, 468043370483919532]","[0.8140648007392883, 0.8116098046302795, 0.8112236261367798, 0.8088175058364868, 0.8064703345298767]",4,"[468043370482826350, 468043370483681461, 468043370482528209, 468043370482528201, 468043370482826355, 468043370483658973, 468043370483675035, 468043370483675041, 468043370483660746, 468043370483669134, 468043370483667728, 468043370482821252, 468043370482975931, 468043370482826355, 468043370482407396, 468043370483657885, 468043370482407395, 468043370483188442, 468043370482821252, 468043370483665799]"
02f27add-bf4d-4155-81aa-8f537546ceda,Microbiology,0.052978515625,0.8828125,0.036376953125,0.0283203125,False,C,8.541190385818481,medmcqa_1,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483443663, 468043370483524316, 468043370483905615, 468043370483425929, 468043370483554615]","[0.7434561848640442, 0.7415968775749207, 0.7404079437255859, 0.7348677515983582, 0.7300713062286377]",4,"[468043370483443663, 468043370483958143, 468043370483524316, 468043370482470688, 468043370482470687, 468043370483905615, 468043370482850800, 468043370483235451, 468043370483237605, 468043370482877403, 468043370483524316, 468043370483942938, 468043370483845394, 468043370484129600, 468043370483423743, 468043370482787958, 468043370482787956, 468043370483040576, 468043370482470691, 468043370483432571]"
