id,source,probA,probB,probC,probD,answer,time,error,sources,ids,similarity
0.0,MEDMCQA,0.4838375449180603,0.13862177729606628,0.0840783566236496,0.2934623062610626,3,0.30826401710510254,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519162356417, 468502519163152466, 468502519163677955, 468502519163659326, 468502519162357546]","[0.7015731930732727, 0.7308183908462524, 0.7286089062690735, 0.7728725075721741, 0.7045882940292358]"
1.0,MEDMCQA,0.9996224641799927,0.0001397888408973813,0.00017949241737369448,5.82726534048561e-05,0,0.15547609329223633,False,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519162697709, 468502519162968323, 468502519162868945, 468502519162968330, 468502519162968331]","[0.8038607835769653, 0.7917580008506775, 0.8076400756835938, 0.7635883092880249, 0.7700005769729614]"
2.0,MEDMCQA,0.016720712184906006,0.9129198789596558,0.06613169610500336,0.004227657802402973,1,0.21246933937072754,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519163929025, 468502519163207920, 468502519163284650, 468502519163188050, 468502519162436810]","[0.727733850479126, 0.7330551147460938, 0.7313326001167297, 0.7311891913414001, 0.7474445700645447]"
3.0,MEDMCQA,0.9419143199920654,0.02510116621851921,0.013435686007142067,0.01954880729317665,2,0.2849442958831787,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162975642, 468502519163479775, 468502519163047454, 468502519163289130, 468502519163178238]","[0.7885847687721252, 0.7954401969909668, 0.802266001701355, 0.7988027334213257, 0.7967374324798584]"
4.0,MEDMCQA,0.09296197444200516,0.006734143011271954,0.018305297940969467,0.8819986581802368,3,0.3675112724304199,False,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[468502519162381387, 468502519162313414, 468502519162313563, 468502519162307675, 468502519162313412]","[0.7991639375686646, 0.7914853096008301, 0.7958880662918091, 0.8003636598587036, 0.8255059123039246]"
5.0,MEDMCQA,0.9999995231628418,5.043474402555148e-07,1.1861114757039104e-08,2.5109978096793384e-08,0,0.30492162704467773,False,"['PBMD', 'TEXT', 'PBMD', 'STAT', 'PBMD']","[468502519163836481, 468502519162329772, 468502519163839522, 468502519162949172, 468502519163832239]","[0.7748363018035889, 0.7681910395622253, 0.7889091372489929, 0.7525442242622375, 0.7497938275337219]"
6.0,MEDMCQA,0.1497902125120163,0.4613863229751587,0.029495440423488617,0.359328031539917,1,0.29034876823425293,False,"['PBMD', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468502519163688134, 468502519162720981, 468502519163402058, 468502519163546725, 468502519163529517]","[0.7322906255722046, 0.739014744758606, 0.7234119772911072, 0.7286182045936584, 0.723953127861023]"
7.0,MEDMCQA,0.17432259023189545,0.32567745447158813,0.32567745447158813,0.17432259023189545,1,0.3300051689147949,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163823538, 468502519163669190, 468502519163692527, 468502519163593707, 468502519163531524]","[0.7174593210220337, 0.7244764566421509, 0.70458984375, 0.7024153470993042, 0.7107598185539246]"
8.0,MEDMCQA,0.1822676956653595,0.02176877111196518,0.49545493721961975,0.30050861835479736,2,0.25215864181518555,False,"['STAT', 'STAT', 'PBMD', 'STAT', 'STAT']","[468502519162457943, 468502519162788370, 468502519163119491, 468502519162457940, 468502519162457929]","[0.8049830198287964, 0.8174548745155334, 0.8424609303474426, 0.8103271126747131, 0.8097202777862549]"
9.0,MEDMCQA,0.035397931933403015,0.12355092912912369,0.035397931933403015,0.8056532144546509,1,0.21960735321044922,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163468483, 468502519163202567, 468502519163768623, 468502519163375824, 468502519163494477]","[0.7796214818954468, 0.7555465698242188, 0.756475031375885, 0.7858111262321472, 0.7689605355262756]"
